# reward	DS0	DS1	DS2	DS3	_DS4	Rft	Casualty	Cost	Resilce	CarbnEm	Enbbd
304.5328743	25	58	119	120	152	0	283	10183376.99	183601.8336	161146.8959	399247.0128
310.5984734	26	57	116	122	153	0	241	10574868.36	170313.9988	176232.8511	429629.1838
320.3770181	40	59	124	120	131	0	240	9512251.687	163715.0138	156601.3844	387426.3415
315.081375	26	51	138	126	133	0	260	9859354.006	166466.3085	167472.9072	397328.7966
311.1675999	22	56	120	139	137	0	336	10274163.69	168645.9802	163193.1565	409436.0398
305.4297792	22	43	141	124	144	0	292	10284889.67	185956.5044	170440.2326	407672.6485
316.1651414	23	60	133	130	128	0	234	9532096.221	167151.1166	148099.1537	377818.1673
307.5276573	31	50	125	110	158	0	243	10253236.95	176612.076	160905.1495	410244.4349
304.3506038	33	38	126	118	159	0	292	10540638.07	178294.8552	174856.9802	429402.0372
312.668707	30	49	132	124	139	0	297	9889151.703	168589.8945	160423.5462	400301.4961
316.3165052	38	52	136	107	141	0	260	9739130.356	169763.3766	163476.1165	386327.1898
308.8821178	29	53	130	119	143	0	326	9884167.631	170019.368	162951.9554	396779.911
304.456878	24	42	121	143	144	0	264	10661959.86	171643.697	166525.2929	426928.8863
304.8488251	24	50	116	127	157	0	285	10948115.41	177009.5177	176656.7807	425237.9782
323.4489343	33	65	132	111	133	0	242	9895579.888	163648.6788	161145.0204	390181.7303
310.8305293	32	49	116	129	148	0	267	9986378.774	173468.6847	163974.7051	408845.766
307.1919966	37	52	117	113	155	0	281	10442527.23	176417.1988	162010.3949	403630.9789
309.544757	31	54	130	111	148	0	318	10007125.83	172230.3579	159416.4668	405456.4711
305.3063815	34	60	119	107	154	0	247	10177895.38	174947.408	164195.3342	401075.2641
318.4203233	32	50	123	137	132	0	240	10382068.07	168107.501	173285.6744	412715.2586
307.9928996	33	48	122	123	148	0	353	10384017.87	177043.0341	177096.934	422919.789
311.0513912	30	59	125	110	150	0	254	10242695.83	169143.4965	163182.5497	410389.5189
308.1099313	26	49	124	124	151	0	338	10361953.65	179379.9056	171426.3033	408998.2456
314.1555815	28	55	127	127	137	0	216	9968704.271	165138.3062	172747.9534	397765.5064
315.8415588	38	56	117	124	139	0	254	10052113.67	171484.9205	171038.1	401788.2669
316.0851477	39	52	129	111	143	0	235	10145964.7	168074.7546	164443.9263	398570.3192
309.1633806	27	46	136	117	148	0	256	10059937.17	177303.4571	185450.569	405599.4051
306.1405454	36	46	121	114	157	0	278	10739791.41	175555.4576	173777.4897	432165.2085
297.7836777	24	43	137	95	175	0	373	11008590.86	187375.8606	195963.5753	432566.5522
304.5822212	28	49	115	127	155	0	311	10905606.16	177268.78	168022.7706	434946.3775
315.1235725	40	45	131	115	143	0	312	9799043.067	174078.1213	154418.37	379265.8505
304.6587573	35	37	120	132	150	0	310	10575433.22	176754.1199	168120.1122	418482.8814
302.2346004	25	34	130	133	152	0	217	10640695.79	178150.8508	171480.0406	415375.9657
315.1679908	32	56	117	131	138	0	197	9867598.211	168216.7186	150541.6848	387290.1036
308.2653796	27	49	120	131	147	0	300	10523502.19	174561.1428	188236.304	420025.1221
313.6554929	27	58	131	118	140	0	314	10330655	171304.0657	156055.159	409074.5867
304.2733185	21	49	131	116	157	0	307	10091354.28	181785.9058	176146.1217	403752.1647
314.0426463	28	49	126	139	132	0	277	9811300.976	166764.7028	157781.9984	387629.8514
305.9345511	29	47	132	113	153	0	273	10235508.67	178020.0976	167624.0795	421822.5151
310.7479331	17	58	124	135	140	0	267	10227976.02	176020.591	162138.8791	402547.5898
307.8889306	36	46	120	122	150	0	310	10341311.86	174280.4045	174029.3438	409787.4806
306.2944524	38	53	109	127	147	0	239	10334591.87	176385.6173	178300.0846	403703.0737
307.5348903	27	49	119	127	152	0	276	10506455.19	176544.4727	166598.8691	426072.8038
314.5450043	33	43	131	135	132	0	237	9935470.732	174748.0769	169798.5294	403393.6233
306.4037061	34	55	104	125	156	0	269	10309171.67	177226.0005	168948.5358	410403.2088
312.7697202	43	44	125	118	144	0	285	9977742.415	165469.4737	181282.5223	395833.6875
305.0988165	29	54	109	130	152	0	327	10712644.03	173404.5274	169970.3083	421529.1619
323.265593	27	59	140	128	120	0	162	9364231.607	160610.9474	153335.2471	373415.1335
312.3462511	21	43	147	125	138	0	223	9821980.648	172563.8586	172068.0587	389509.1011
313.3621951	33	45	127	129	140	0	347	9748512.398	173514.4792	161743.163	381767.682
314.390604	24	60	131	122	137	0	238	10073459.18	166209.1363	156324.4749	391911.162
